,Raman PC 1,Raman PC 2,Raman PC 3,XRD PC 1,XRD PC 2,XRD PC 3
0,2.1077522353722467,-1.0553324344958024,-1.5018858250958538,-1.1587409675986884,0.009766231982422695,-0.5193837209131078
1,-2.4143400549704856,-1.3471815421562827,-2.1608476262403915,-1.3695327382184619,-1.0553417494753032,-0.7790568283583361
2,-2.162275402322024,-1.4505586484345494,-2.08616357427103,-4.320841833866032,0.569924918623443,0.4516750806328719
3,-1.9784455561897523,-1.3459004675545636,-2.086585205201392,4.16004767514621,1.7863774832319328,-1.5817136009834378
4,1.4977818817997173,-1.2309248058960287,-1.5822807428568608,1.4792323023329221,1.5979129227372357,-1.344539072063104
5,3.8310963857611795,-0.9718323934644584,-1.182029942926616,-3.68099999037504,0.6166119458142079,0.7770398825429149
6,5.751171172013608,-0.8288274751137016,-0.822913903226627,-5.179528535885152,0.4076848086702974,0.7843710147699118
7,3.4684914190931395,-1.0537751303153744,-1.220149569096065,0.5604566628764157,0.2661453022254136,-0.14952125215017043
8,-3.291363041895943,-1.9244250058540115,-1.3977544595906672,-1.7667127734658028,0.6856099754587228,-0.6338031738891095
9,-3.3049058816396752,-2.257833844666082,-1.0256647598190949,-1.598795333089838,-0.5278891828695713,0.021098756439550857
10,-3.1221836030157846,-2.269343000559212,-0.8742270282874901,0.05478725764684499,1.3881093746769022,-0.5009002811366724
11,-2.734585024485969,-2.0512793365163438,-1.131443040154722,-2.210140421497982,0.5572153001553042,-0.22188974347787718
12,-2.6087672354771114,-1.8430769522914452,-1.544989840160711,-1.7550914170156333,-1.4501122719776158,-0.5082014215210638
13,-2.120705310780986,-2.100488328269243,-1.1475192006668187,1.7096855942751445,1.5446321453636869,-1.05660908155188
14,-1.2764958330436986,-1.6053283934449347,-1.6633387409679117,-4.139533963676652,1.5716660619239697,-0.6653189589146694
15,1.3776045978667752,-1.2834854548531809,-1.4881286328865393,-6.504936158701105,0.5190671564400904,0.38427370642834113
16,4.406727595511003,-1.0129803744846935,-1.0312217282010476,0.4985513233070006,1.72320134615983,-0.6074585356920119
17,6.086168181228658,-0.8382259055794121,-0.6958588389702484,-3.7312003676542886,1.9796561168259041,0.6121955765745645
18,7.110526116980334,-0.5949313358015124,-0.41029952856133145,-4.447023178348797,1.9440409828707716,0.23197397679555168
19,5.59418252600545,-0.587442155860016,-0.8059522659184905,-0.06546648445747108,0.5580701992076029,-0.3873577010139097
20,2.6912758506509924,-1.090965325339065,-1.3601519325524265,-1.0458845059730235,-0.7967109994487604,-0.9718892310900468
21,-3.110587496697993,-2.1583532364650986,-1.1087455171708636,1.593522126703458,0.20020237168030672,-1.7125496159557327
22,-4.811687505516041,-1.3588883657692494,-0.5633413756850275,-0.39988706980091937,1.3014136036052797,-1.3939797133674692
23,-4.875954107761284,-1.2575615463998995,-0.464537607628509,-3.5513534579276826,0.142745249241565,-1.1884888222419114
24,-3.782734179938312,-1.759835894110241,-0.5881651437863215,-3.2084469596306313,0.05915446507384549,-0.19631670731961226
25,-3.373295825498961,-1.9100430760814502,-0.5619610412463806,3.5818244182041536,1.295594776582006,-1.2160188830680723
26,-1.995620587034961,-2.2243055254789352,-0.7697771470698105,-0.8986481155209326,1.2593538352662064,0.014578045311696396
27,-1.7910653162667447,-2.0200087001884675,-1.1273241576690356,-1.457786210006728,1.5280274341877949,-0.5364756402204875
28,-0.9836471853595758,-1.8146291386412914,-1.3466395548066838,-2.5181745052077624,1.052628640191229,0.42812880799618597
29,2.291215572340824,-1.2235030122758257,-1.2711771128697213,1.5790869604150146,1.3402417863716076,-1.462629756187514
30,4.468445507532466,-1.0878605225391842,-0.9878009489271549,-1.5465282169073113,0.9303724158873788,-0.6366272536085615
31,6.042138498913928,-0.8670395086856847,-0.682322655278761,-2.9000098370700367,1.6315463922085303,0.12619271620205816
32,6.958238622641711,-0.6692067515779228,-0.4539102339385248,-4.271083746419225,1.842986495793447,0.11720479380836667
33,7.619851025327088,-0.5251685593782126,-0.2301230225181764,-3.153095960251061,2.3784255384998625,0.05604064923550158
34,6.3815989998344245,-0.5226186790105883,-0.5357253334669592,0.7498029761592626,2.5911867424152315,-1.06329447743088
35,-3.0738924699638406,-2.0667418692420125,-1.3331673389335663,3.0463803292551845,0.4487438130029985,-1.724326532138361
36,-4.016700789340739,-1.5626736485843096,-0.6259814477877678,2.2919082631781706,0.6303137222257725,-1.7334641848414503
37,-4.504786458768425,-1.2714607926436212,-0.4740360730908232,-2.3469464856799287,-0.5315048024554685,0.47674727278102613
38,-5.078468495081131,-0.9832811665679498,-0.31971656278928795,-1.8218343282949854,-1.689159880509208,-0.7661059117654839
39,-3.9532084175862776,-1.450440665642453,-0.30296637503268287,-1.6284998262211632,0.6976237123185994,-1.1908353124922253
40,-3.4657857556318383,-1.7361415829066382,-0.339364570313752,-0.15522305687588395,-0.6694536824853277,-0.9710381331006606
41,-1.2210934209403848,-2.2693263141699482,-0.6035327814435121,-1.7133144866924082,-1.0856900317206708,-0.2981536087365101
42,-1.0079870136130489,-2.3739170408726142,-0.4030814679050239,-3.0732824086789394,0.5560886261702831,0.8261622106202634
43,0.17834943951764362,-1.8736300611728591,-1.1432190718336512,-3.568333589488613,0.653797886554212,0.25109664962107026
44,1.4449008415519038,-1.591166864460921,-1.2374048484647324,-3.973054602030156,1.3760823338234247,-0.144491187753765
45,5.589052217020687,-1.0551397105251958,-0.7111208898103304,-1.5235690213151898,-0.7941914259091617,-0.04629737033573806
46,6.606363367223379,-0.7728514950381136,-0.553869963468693,-3.2756534469635774,0.8786017391076582,0.371867425114047
47,7.889460760842715,-0.5571777007385825,-0.1715226460075942,-1.71381454384936,1.7828524214992656,-0.17989844887101966
48,7.751610688266098,-0.43224558374867267,-0.09392322167189268,-4.332225480103179,0.8683265004703326,1.0354959384534586
49,7.990876010382671,-0.3293986371385506,0.09100272414850194,-4.426557346102449,1.0906143554244832,1.2575468077209953
50,8.228693274753288,0.0539768411896961,0.5147736430353647,-0.46516384995711074,0.32281146089033075,-0.38830246510820315
51,-4.457050777097524,-1.3408920456794449,-0.5775393721590825,0.5260406354621358,-1.3010159457985486,-1.0015306331351606
52,-5.48015043725989,-0.7025260135068604,-0.25623257363932345,-0.7977179585367776,-0.4167782655115916,-0.8608103502152291
53,-5.555145087678383,-0.6004196995481262,-0.1505482535658386,3.27696657065833,0.2925896005828569,-1.2438767496137286
54,-5.110823662784826,-0.847029661280352,-0.1802829245480743,-0.07066488084726565,-1.5256977583948097,-0.836804358707808
55,-4.71408200015171,-0.9335438561191868,-0.11700902009001693,-0.5438453663076399,0.10716974782232293,-0.21285785284585487
56,-3.9258648352510903,-1.2093602129015217,-0.03179018607411502,-1.939535647130182,-0.7758506138748901,-0.20404800214908955
57,-2.771076176532903,-1.6696726574092753,-0.06960755685720876,-4.876579815999351,0.027695361336758744,0.500527449821706
58,-0.9096053285804563,-2.300452846765038,-0.07930200943681856,-0.36364080382185665,1.5559982380000636,0.26091323146656575
59,0.31802478116133037,-2.2314606311765495,0.596296666224093,-2.9903219565095647,0.2639410295961521,0.9525771473808007
60,2.163606068270541,-1.6571380666689317,-0.9819443797178155,0.7883577535440274,1.1899349191735336,0.27849129255375044
61,5.554470357030493,-1.2205890633843772,-0.5958184294117069,-5.06963743641892,1.3251428827046827,-0.4039156639724805
62,6.651579621363106,-0.8859123783543169,-0.46404594528225285,-4.473862800951097,1.5772834604070458,0.4154435646499982
63,7.384046657251579,-0.6628238585264383,-0.2857616602233584,-1.120253461460696,1.8619526679083158,0.4951398299732059
64,7.810421123089811,-0.45107156597670844,-0.0795299301379266,-1.9675433127725586,1.839491915720964,0.14959957967977527
65,7.954127936568571,-0.2512674613115013,0.11884635265889823,-4.80624889474158,0.31591242819782445,1.1977867065836036
66,8.208959539991747,-0.2412689506688486,0.2524669362844987,-0.2330817370844178,2.3897213288457477,-1.0282613428276932
67,8.22130862798665,0.07884329261387096,0.5293685921458793,5.4180919329270605,0.014166955078300004,-2.0678700547912827
68,8.225360378093631,0.06994712190798433,0.5303684562868014,-1.8614724884777025,-0.7327318269883016,-1.1856709208160818
69,-5.429258933670017,-0.6553068387380561,-0.22317883500453348,1.930666422061708,-0.34011438667005306,-1.0082194030747085
70,-5.619228022534179,-0.451441655050107,-0.028727788947268938,-0.7498194978459936,-1.5240956898600628,0.7327894243728733
71,-5.11374135955509,-0.6946319150375084,-0.005298818145481043,0.48714637882480827,0.06659695988223371,-0.34444069306043956
72,-4.776972057211463,-0.7655974190037895,0.04480357720172054,0.6156844860462253,1.1610670981566538,-1.0365285883683222
73,-4.339055078756021,-0.9290866610673452,0.06035007294754227,1.346436354851969,0.10463306738030298,-0.0061205970366284826
74,-2.3417904756871146,-1.5560019693772775,0.08681716985697431,-0.3601491269624478,0.6143884280150633,-0.06100206723948537
75,-1.8412091081333486,-1.7011283211339663,0.27623940138746206,0.5903428597711392,2.2562066777005394,-1.5298154595107525
76,1.0195998922405685,-2.4220497395483203,0.252974863745816,-3.2241953840055455,2.242367065323484,-0.2475771718498078
77,1.798438968481766,-2.340255216340711,0.0019081781651751274,-0.42395702055883966,1.5548767544992708,-0.5254882754414008
78,4.327735260727179,-1.642419961471201,-0.4121015146808211,-1.3219372649503482,0.6702014610434578,-0.7174279894871014
79,7.571740673945501,-0.8637103808881919,0.25050190397710975,-0.2818188177236116,1.693069382629327,-0.5657490984250089
80,7.821616018956123,-0.6447502865205573,-0.11887942538005764,-3.999330186190365,1.8030661993285395,0.33475653524390575
81,7.892251605138727,-0.4767075463899256,-0.038434601066293435,-2.570954340385938,1.3867274290307607,0.6787317363059586
82,8.17654754907473,-0.34380975352025045,0.13021377943706536,-2.767387542755009,1.851087647049251,0.6002589325496995
83,8.274626691325734,-0.22734601987992192,0.28776409840138667,-0.882557479359068,1.4088268263820583,-0.3191804265700768
84,-4.153538532977387,-1.147238382921333,-0.3077806494439163,-2.279803198010565,-0.9271901374364937,0.3117732195381469
85,-5.4246044883539755,-0.4764673648536156,-0.08492562958224724,0.41609657318925836,-0.32215246209374665,-1.006108987012979
86,-5.498202664714082,-0.43411593872956306,0.00740974722521925,-1.2117803131981721,-2.328016516194416,-0.9878724162701745
87,-5.61759389450115,-0.20475203287128363,0.2630891853872304,1.428483968465242,-0.5556285032029179,-0.818068981858516
88,-5.538028324759274,-0.3660497361887438,0.11541868125819223,-1.8152021707058477,-0.16483507030739178,0.1958432445261053
89,-4.452557884301098,-0.7273413726178686,0.17829375221048505,-1.1533224870058294,-0.7754985068145079,0.16503854898113068
90,-4.169032785111284,-0.8527045568316426,0.2566278698529103,2.942076676356492,1.4133503602718422,-0.7678050325534519
91,-3.6726288058186145,-0.9568268309714851,0.35131013814681933,-0.29957174514246376,1.4240863155941739,-0.3041605830703138
92,-2.673671799102099,-1.2532737436004473,0.45841600299608004,0.580714848997805,1.0257714519121366,-1.29031466937518
93,0.2586415429469522,-1.9969240695277215,0.7081828899485019,-1.964043073004646,1.1787112485838869,0.5632549403446185
94,3.140820781399202,-2.3897360328778334,0.4801223505278224,-4.321978544822213,1.2393340572310994,0.7468962129281959
95,6.676989207329803,-1.4221349762214819,0.11000141616606912,0.3764207627377546,1.7364268740169322,-0.6434978814135219
96,7.623821189442614,-1.0532468813374807,0.047443484425292996,-0.012603678730383183,1.141684341464967,-0.4693087072800545
97,8.136627676223592,-0.7219192596056887,0.11949601419070997,-3.61224186030106,0.6408851346635885,1.692833803343435
98,8.065965666734938,-0.3745718252285121,0.25953268851415423,-2.601927326083638,1.3058194822863969,0.13592226375803942
99,8.27465562420803,-0.3480233797991339,0.1921131204531091,0.23534229122904884,1.5910837660448456,-0.5885903868942866
100,8.280306361494278,-0.23501162110020485,0.298228108677976,-0.03482371507460502,2.265533376200814,-0.5962168130242782
101,8.154539391226066,-0.1635729210517238,0.35035820140981705,-5.502053482940412,2.099758307432024,1.2348150469586283
102,-3.994197298896664,-0.8708806832711772,-0.08078784985029967,-1.08370608295641,-2.1844426370672854,-0.0801062806131766
103,-4.8600056711734085,-0.5205184237276258,0.061158544309161816,1.1995040553713268,-0.6457292190573265,-1.614166833935246
104,-4.996085389331753,-0.4575579902690096,0.1445211109712058,0.9238097694861253,-0.700371988106057,-1.0586938336934875
105,-4.830566786247695,-0.4980371253309503,0.21937412434706935,-1.3321209899723825,-0.1467383011338962,-0.37164525422189926
106,-4.824298534010629,-0.5442111626810295,0.27078495426044646,1.4538670269589622,-0.9209346901877585,-0.6951281502669472
107,-4.565484189135026,-0.5832882804208406,0.3409186505168186,-0.35136800737507595,0.4358752896484181,0.10453122049935439
108,-4.248552183875673,-0.6268876019086085,0.4423495759879692,1.8870128152539627,-2.1423234170637575,-0.2068271753057982
109,-4.31294870331729,-0.6380329230080363,0.5205128634693297,0.2075506691330835,0.6471137726032138,-0.7209555969244842
110,-3.2435683516289444,-0.9312109366948013,0.6909554025428363,1.8631482379855744,0.7517700595953342,-0.8909738841391804
111,-1.8996676598248448,-1.345284015597997,0.8997564428628608,3.1836161571294848,0.605311708884765,-1.0468820154848038
112,0.6005275629442405,-1.8532620722866657,1.1481024428624413,-3.64683801128015,0.7918555596197512,0.27331951819344547
113,4.638683945384295,-1.6489378901793112,0.8072911801309071,-3.022069882912982,1.9600293590899796,-0.3727988300311632
114,5.450537844498867,-0.8824867412834311,0.5052702361914725,-2.906598924446366,1.01314803829537,0.78897916488239
115,7.803743827351712,-0.5774088987160737,0.3338659412564157,-2.7037661985475197,0.9554541613872012,-0.38211405923470554
116,8.360166776478302,-0.3942895075982094,0.3097306604659365,-3.037598545438276,1.7155913529545965,0.18443241149257153
117,8.410021286578662,-0.2933066842630498,0.3342576214044953,-2.1055786856500003,1.658200530466944,-0.0639770994671724
118,8.363644612551,-0.21653790271436976,0.35146699258326813,-3.584156379404104,0.9431497098976064,-0.5096633225122807
119,8.038377142979671,-0.08095949019921383,0.2868468508197455,0.5165224218758893,2.130223459662731,-1.2659560178084466
120,-4.462615617366952,-0.6156647899082879,0.08721602595857283,2.2371582517224313,0.27142441699233694,-1.0310305956174437
121,-5.276152885502741,-0.30529813286262647,0.17006466762860784,2.7337603189064206,-0.4345761806754321,-1.2471050252336402
122,-5.24176298915723,-0.28588485503210825,0.21624330904834596,0.4215366793215996,-1.4727470160826261,-1.1542817750288665
123,-5.086121796566661,-0.3270986872259137,0.3402460660975018,-0.019359440519470188,-0.6754050300369222,-0.16950149227387667
124,-4.970718813465173,-0.3538814445352576,0.35407063633403785,-2.4327384082981975,-0.7226525699152141,0.7973092461407213
125,-4.987272618526536,-0.33968548977178353,0.46169289836268684,-1.3037050019638172,-0.09502630651803011,0.40442825183055425
126,-5.1037357442418,-0.2649691031803796,0.49769740403239676,3.2217479028370435,0.35060026816351875,-1.8899307934695466
127,-4.5629725411947915,-0.3842588028561153,0.6658219169249394,-2.2577786999724583,-0.11288364245049239,-0.3580500593900423
128,-4.414572843759976,-0.48514815483822693,0.7370627247620053,-0.06617684482947203,1.4133103218399339,-0.31793534295415
