,cubic,a_cubic,fwhm_cubic,I_cubic_1,tetragonal,a_tetragonal,c_tetragonal,fwhm_tetragonal,I_tetragonal_1,I_tetragonal_2,I_tetragonal_3,I_tetragonal_4
140,1,5.695943737739823,3.4631636857162085,7.25815562,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
141,1,5.606929768710631,3.5840606535145025,6.47783459,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
142,1,5.68604469169829,2.837389816096127,5.16046206,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
143,1,5.696394965531917,3.92803827799925,7.59608326,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
144,1,5.697238048600815,3.9484698701908516,7.13630787,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
145,1,5.753864990515086,4.521229516657594,7.1122612,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
146,1,5.7569389721913105,3.768085812761649,7.62094913,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
147,1,5.763330807392189,3.5451302005839733,3.39889247,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
148,0,5.71875,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
149,1,5.812139077951813,6.49572408549793,3.27618686,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
150,1,5.6516650790308915,7.427291787914777,5.14172978,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
151,0,5.65625,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152,1,5.622432917151841,4.922450715187033,3.289585,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
153,1,5.559696417900914,1.6464008347084278,4.52710205,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
154,0,5.59375,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
155,0,5.5625,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
156,1,5.751347016151483,3.648968780251295,7.38567574,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
157,1,5.740503641382412,4.410168692164634,8.27877038,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
158,1,5.758198841520748,3.285117233074395,8.38960091,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
159,1,5.788989683253728,3.919100143380467,6.51953838,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
160,1,5.752478021275348,3.846019136400514,7.47924203,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
161,1,5.703269195657281,3.4014104553242293,6.79409595,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
162,1,5.894299419563473,5.095354364411236,8.16015922,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
163,1,5.7277676482910875,5.277452167491045,9.03061952,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
164,1,5.778305928717542,3.6104495676130024,5.79409571,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
165,1,5.790566399266533,5.872774301051743,5.44139319,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
166,1,5.717130251452221,4.380787058984941,5.97336386,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
167,1,5.850780105265997,7.137206050654179,5.63768654,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
168,1,5.656889734168811,2.860900819449259,3.49435048,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
169,1,5.746603902870674,4.787850289166144,4.90691593,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
170,1,5.640556446663456,5.815789452361238,4.53128392,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
171,1,5.77461068628991,5.075027689948932,3.8334067,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
172,1,5.464906639886126,3.0530467246423383,4.05232764,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
173,1,5.429543620301671,1.2669102722117764,3.63759823,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
174,1,5.7671059821017865,3.7403279832492027,7.58108506,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
175,1,5.756165112969056,3.573617656278196,8.34020228,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
176,1,5.774738419665523,3.9253588833232618,8.3978418,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177,1,5.829288750130041,4.5903752797196935,8.78399249,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
178,1,5.805138114747587,3.9543802676359614,8.59578346,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
179,1,5.737345361169025,3.7444986132518454,6.66376413,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
180,1,5.767099949927883,4.234446485222792,8.25997464,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
181,1,5.7638402874412344,3.4094285698885587,6.59436423,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
182,1,5.766081732982402,5.2492196845032595,8.31964277,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
183,1,5.6988615429114216,5.378904671738074,6.23605583,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
184,1,5.852900224281658,5.238426444600197,6.08074718,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
185,1,5.699190022882931,5.158889265169588,5.48390006,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
186,1,5.8145384761577965,7.408024907730448,5.15818463,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
187,1,5.685432750653921,3.749081649975662,5.31387274,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
188,1,5.742350005503468,5.345345673853649,5.72488602,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
189,0,5.6875,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
190,0,5.671875,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
191,1,5.77594389348649,3.132515213434306,5.74105311,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
192,1,5.791204771866236,3.3668809017928436,6.93770341,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
193,1,5.738201096639077,3.8681817052442526,8.17317712,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
194,1,5.80792387168892,4.083519738155784,8.34908647,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
195,1,5.791864556770101,4.167678691036666,9.38057029,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
196,1,5.840843942919891,3.6304258484191068,9.76941716,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
197,1,5.810624304432796,4.232061302734666,9.14908989,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
198,1,5.8432540379352504,4.0301860082300465,8.82448322,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
199,1,5.796369618437481,3.6517919585385483,6.99366251,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
200,1,5.7318871658864365,4.468599275945412,7.64155277,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
201,1,5.832079964978379,3.849587646214269,7.26325477,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
202,1,5.684766884843033,3.4384966037362803,5.66919487,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
203,1,5.7956867302145785,3.5048499482407984,5.12233064,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
204,1,5.897246814644615,7.076939578473955,4.13382479,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
205,1,5.975163408811873,7.788947853271616,3.79200103,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
206,1,5.887114603882601,7.669377231797051,2.57443576,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
207,1,5.635144459318685,2.7527849415137187,4.03460247,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
208,1,5.783456640695671,4.10733536689333,8.90946142,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
209,1,5.873865939732052,3.7166038897723026,9.49820779,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
210,1,5.907969328092155,3.935863532119745,10.03662874,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
211,1,5.841605196939848,4.0432193776322,11.91679102,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
212,1,5.8817542843572825,4.713522569673144,11.26998558,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
213,1,5.907860454529735,3.8889233838296042,11.10715678,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
214,1,5.964037230197657,4.673397298878506,9.14371002,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
215,1,5.868378415172283,4.012934342244858,8.25641931,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
216,1,5.8371728181538245,4.183661847818567,9.46971562,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
217,1,5.857076743281993,3.5393785402269327,6.89220266,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
218,1,5.767614148687494,4.721774562364774,7.84985137,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
219,1,5.8272040354943195,3.8571353539607838,6.165388,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
220,1,5.767078666577532,5.282469106493524,5.84265327,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
221,1,5.609050299602525,4.387044306380056,6.34922282,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
222,0,5.78125,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
223,1,5.901824745330616,4.811073168493522,11.37670134,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
224,1,5.920539714323456,3.5600268460043467,10.72111583,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
225,1,5.933956409286894,3.852996808711717,10.76999333,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
226,1,5.883957706385841,3.73984467538963,10.64957912,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
227,1,5.981078947868795,5.376165061757753,12.21631043,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
228,1,5.882447080797068,4.430729835525308,11.43480074,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
229,1,5.883450790552395,3.6405284896166066,10.03285908,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
230,1,5.93635617912311,4.026260103547835,9.62051919,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
231,1,5.862705758364962,3.6268572598602993,9.82762887,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
232,1,5.970218546097594,4.2914550498377,7.64900722,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
233,1,5.845633994889563,4.104398548757747,8.56117164,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
234,1,5.818043628324975,4.390841363308191,6.61767287,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
235,1,5.770751072660053,4.409890199920696,7.38098481,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
236,1,5.958235189293284,4.113126479081813,9.61979441,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
237,1,5.991392861441998,3.2805281192760116,13.52519965,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
238,1,5.973932414615028,3.657898056500013,10.78303539,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
239,1,5.989814046942549,2.910192223849729,10.26032032,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
240,1,6.004456163373686,3.731179369090927,10.04537706,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
241,1,5.984817189584955,3.1912635429069427,10.59188208,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
242,1,5.985827647571584,2.9571446787725213,8.39681742,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
243,1,6.004566964029493,3.1580666172304444,6.6058389,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
244,1,5.972646569197276,3.6739853420619912,8.48420453,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
245,1,5.911779561053527,4.003077473578513,7.7244951,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
246,1,5.952930850038049,5.1092007956682055,6.61759497,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
247,1,6.059171433507858,3.4227913197897686,7.74235764,1,5.862809644236052,3.2117412745254192,1.1936271883822342,11.50376455,2.95876576,5.09092834,8.24351256
248,1,6.0206437563377735,2.641913839568501,7.34569609,1,5.8695193665570295,3.1892457243111836,1.3284840452229683,14.7412337,5e-13,9.2308346,8.81012744
249,1,5.990424504417872,3.1315511359844908,9.17765162,1,5.854058440708858,3.176078448125875,1.4307079886616552,14.2442098,2.23039405e-15,8.62135156,9.08028838
250,1,6.0617581623900385,2.356170699606186,7.75891664,1,5.865211675964178,3.207394055362289,1.1301868219801103,17.4982459,7.99669787e-13,8.58270659,9.60897311
251,1,6.026181438688105,3.9759651595046335,7.33929052,1,5.857077372528466,3.1885841599291624,1.087095070898652,18.3183725,5.09305754e-13,8.40439953,8.25156655
252,1,5.974458970350237,2.292589573089155,6.51756662,1,5.856591734764246,3.1136621340611312,1.6076774966231755,15.5107893,5e-13,11.7247521,8.9687894
253,1,6.012656153450207,2.9521860065324455,7.72782436,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
254,1,6.055864253319052,2.7892749553315594,5.23865751,1,5.856674286104527,3.1807945524424093,1.291435741512814,13.321323,5e-13,6.48823879,8.42304698
255,0,5.953125,-1.0,-1.0,1,5.869174340776655,3.2508034427195662,0.9013332898833273,11.12469854,0.24176137,3.70094558,7.29251177
256,0,6.0,-1.0,-1.0,1,5.864822745149456,3.197353051994591,1.0389798813767182,42.09812115,13.2465884,11.28913553,22.34352428
257,1,6.0518344298156785,1.8702287035022382,2.25590581,1,5.86031725900095,3.1831982442243603,1.1057696443996552,37.8300431,8.53065867,17.78075639,21.04168264
258,1,6.015692981273047,2.303123034244714,3.28323596,1,5.865248744493399,3.1893170766125496,1.0882986371084984,37.83019885,9.09233908,12.51346253,17.11431122
